,,,Limstox360,Freezio_,MonMauvais,GoldMonster338,geek59,Naos0,acdc_zdnl,roselfe,Gaethap,alin,Razor2759,JojoLapero,rathur000,Cronox54,reppssomewhiles,heineswatchbook,uncessynthesize,stagescurfiness,vulvomishitting,ahemsdedicating,atokeholographs,horalrecognised,dillycrabapples,elriclespiques,shivaperiegeses,sykerconcretize,cholicaptivated,sinewrisibility,IntegraleEpice,syncsjasperizes,foliaperseveres,naturalizee,agonykettledrum,stupadisinvests,tennoasbestosis,salutunbreeched
stats,minecraft:mined,minecraft:nether_brick_stairs,11.0,17.0,8.0,17.0,7.0,12.0,22.0,27.0,14.0,4.0,27.0,13.0,27.0,20.0,6.0,3.0,27.0,14.0,22.0,2.0,14.0,27.0,1.0,22.0,27.0,10.0,27.0,9.0,5.0,20.0,22.0,27.0,27.0,27.0,22.0,17.0
stats,minecraft:mined,minecraft:nether_brick_wall,10.0,5.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,1.0,10.0,8.0,2.0,10.0,4.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0
stats,minecraft:mined,minecraft:nether_bricks,17.0,12.0,3.0,18.0,30.0,9.0,7.0,36.0,21.0,14.0,10.0,5.0,23.0,32.0,6.0,11.0,34.0,16.0,4.0,8.0,24.0,26.0,2.0,20.0,35.0,13.0,25.0,15.0,1.0,31.0,28.0,29.0,33.0,19.0,22.0,27.0
stats,minecraft:mined,minecraft:nether_gold_ore,32.0,6.0,31.0,32.0,30.0,5.0,19.0,32.0,21.0,22.0,9.0,2.0,24.0,11.0,29.0,12.0,17.0,14.0,10.0,15.0,32.0,23.0,7.0,32.0,26.0,18.0,28.0,16.0,1.0,25.0,3.0,27.0,20.0,13.0,8.0,4.0
stats,minecraft:mined,minecraft:nether_quartz_ore,3.0,29.0,10.0,2.0,26.0,6.0,17.0,36.0,27.0,33.0,18.0,20.0,7.0,14.0,15.0,22.0,12.0,5.0,8.0,1.0,28.0,31.0,13.0,30.0,34.0,11.0,24.0,32.0,4.0,35.0,16.0,23.0,9.0,25.0,21.0,19.0
stats,minecraft:mined,minecraft:nether_sprouts,17.0,6.0,11.0,17.0,8.0,5.0,9.0,17.0,17.0,4.0,16.0,17.0,17.0,13.0,17.0,3.0,17.0,17.0,17.0,2.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,1.0,17.0,12.0,13.0,17.0,7.0,13.0,9.0
stats,minecraft:mined,minecraft:nether_wart,30.0,9.0,21.0,2.0,25.0,6.0,23.0,30.0,15.0,18.0,30.0,20.0,30.0,29.0,8.0,11.0,24.0,27.0,13.0,3.0,28.0,17.0,10.0,30.0,30.0,12.0,5.0,22.0,1.0,16.0,19.0,7.0,30.0,26.0,14.0,4.0
stats,minecraft:mined,minecraft:nether_wart_block,33.0,10.0,6.0,18.0,14.0,12.0,13.0,33.0,28.0,7.0,4.0,20.0,31.0,3.0,23.0,2.0,8.0,25.0,23.0,11.0,31.0,27.0,15.0,33.0,33.0,28.0,25.0,16.0,1.0,21.0,17.0,22.0,5.0,19.0,28.0,9.0
stats,minecraft:mined,minecraft:netherite_block,9.0,6.0,9.0,9.0,9.0,2.0,4.0,7.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0
stats,minecraft:mined,minecraft:netherrack,22.0,6.0,18.0,19.0,23.0,9.0,17.0,36.0,26.0,21.0,28.0,2.0,25.0,5.0,24.0,16.0,4.0,10.0,3.0,12.0,33.0,31.0,14.0,35.0,32.0,15.0,29.0,27.0,1.0,34.0,7.0,30.0,13.0,8.0,11.0,20.0
stats,minecraft:mined,minecraft:note_block,13.0,17.0,26.0,26.0,6.0,13.0,23.0,26.0,4.0,1.0,26.0,23.0,26.0,18.0,8.0,7.0,23.0,3.0,10.0,5.0,10.0,26.0,10.0,26.0,9.0,16.0,19.0,26.0,15.0,19.0,26.0,2.0,26.0,19.0,19.0,26.0
stats,minecraft:mined,minecraft:oak_button,12.0,11.0,21.0,21.0,4.0,15.0,17.0,29.0,18.0,1.0,29.0,29.0,2.0,23.0,18.0,8.0,4.0,15.0,29.0,7.0,10.0,29.0,13.0,3.0,23.0,9.0,27.0,23.0,6.0,23.0,29.0,18.0,29.0,29.0,27.0,13.0
stats,minecraft:mined,minecraft:oak_door,19.0,15.0,15.0,19.0,15.0,7.0,6.0,19.0,19.0,1.0,9.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,10.0,4.0,19.0,10.0,10.0,19.0,15.0,19.0,10.0,3.0,5.0,2.0,19.0,8.0,19.0,19.0,10.0,19.0
stats,minecraft:mined,minecraft:oak_fence,12.0,15.0,34.0,21.0,35.0,29.0,19.0,36.0,33.0,1.0,27.0,17.0,11.0,7.0,9.0,2.0,10.0,18.0,22.0,5.0,14.0,7.0,24.0,23.0,25.0,4.0,16.0,13.0,3.0,20.0,28.0,6.0,32.0,26.0,30.0,31.0
stats,minecraft:mined,minecraft:oak_fence_gate,3.0,4.0,17.0,22.0,24.0,20.0,18.0,28.0,24.0,2.0,18.0,11.0,8.0,20.0,7.0,1.0,14.0,12.0,28.0,9.0,12.0,28.0,14.0,10.0,6.0,14.0,28.0,24.0,28.0,22.0,28.0,4.0,28.0,28.0,24.0,28.0
stats,minecraft:mined,minecraft:oak_leaves,21.0,8.0,27.0,31.0,10.0,20.0,14.0,36.0,18.0,2.0,24.0,15.0,19.0,12.0,6.0,5.0,13.0,25.0,7.0,4.0,11.0,30.0,23.0,28.0,32.0,3.0,17.0,22.0,1.0,34.0,33.0,9.0,29.0,26.0,35.0,16.0
stats,minecraft:mined,minecraft:oak_log,12.0,23.0,15.0,22.0,11.0,16.0,21.0,36.0,19.0,2.0,35.0,25.0,5.0,3.0,7.0,10.0,6.0,20.0,13.0,8.0,17.0,31.0,18.0,24.0,27.0,4.0,14.0,29.0,1.0,32.0,34.0,9.0,28.0,30.0,33.0,26.0
stats,minecraft:mined,minecraft:oak_planks,5.0,23.0,27.0,15.0,21.0,22.0,19.0,36.0,32.0,1.0,34.0,35.0,3.0,8.0,4.0,16.0,9.0,14.0,26.0,12.0,7.0,24.0,18.0,20.0,29.0,6.0,13.0,17.0,2.0,28.0,33.0,11.0,30.0,10.0,31.0,25.0
stats,minecraft:mined,minecraft:oak_pressure_plate,19.0,7.0,27.0,3.0,19.0,27.0,19.0,15.0,19.0,1.0,27.0,27.0,12.0,15.0,5.0,12.0,4.0,15.0,27.0,10.0,5.0,27.0,19.0,19.0,27.0,8.0,25.0,11.0,14.0,15.0,27.0,27.0,27.0,2.0,25.0,8.0
stats,minecraft:mined,minecraft:oak_sapling,22.0,2.0,26.0,32.0,17.0,19.0,24.0,28.0,30.0,7.0,28.0,32.0,8.0,9.0,1.0,15.0,12.0,26.0,24.0,6.0,16.0,19.0,32.0,18.0,32.0,3.0,19.0,11.0,4.0,23.0,5.0,13.0,32.0,14.0,30.0,10.0
stats,minecraft:mined,minecraft:oak_sign,30.0,12.0,27.0,15.0,15.0,12.0,11.0,30.0,27.0,2.0,30.0,8.0,5.0,6.0,1.0,8.0,30.0,30.0,18.0,4.0,10.0,18.0,7.0,30.0,20.0,15.0,20.0,20.0,26.0,20.0,30.0,3.0,27.0,14.0,20.0,20.0
stats,minecraft:mined,minecraft:oak_slab,11.0,24.0,30.0,8.0,10.0,25.0,17.0,34.0,29.0,1.0,27.0,26.0,13.0,15.0,6.0,12.0,5.0,9.0,28.0,14.0,7.0,22.0,20.0,18.0,19.0,2.0,4.0,33.0,3.0,23.0,34.0,16.0,34.0,21.0,31.0,31.0
stats,minecraft:mined,minecraft:oak_stairs,12.0,32.0,31.0,13.0,14.0,26.0,15.0,33.0,30.0,1.0,33.0,33.0,3.0,19.0,9.0,2.0,4.0,24.0,21.0,5.0,10.0,11.0,16.0,25.0,17.0,7.0,6.0,28.0,21.0,23.0,33.0,8.0,29.0,20.0,27.0,18.0
stats,minecraft:mined,minecraft:oak_trapdoor,33.0,6.0,24.0,17.0,12.0,16.0,9.0,33.0,19.0,1.0,28.0,23.0,3.0,6.0,5.0,8.0,30.0,31.0,25.0,2.0,11.0,4.0,18.0,33.0,22.0,27.0,20.0,20.0,10.0,25.0,33.0,15.0,31.0,13.0,29.0,14.0
stats,minecraft:mined,minecraft:oak_wall_sign,28.0,14.0,31.0,16.0,7.0,27.0,4.0,34.0,19.0,2.0,29.0,13.0,8.0,5.0,3.0,17.0,15.0,31.0,22.0,1.0,6.0,23.0,23.0,31.0,25.0,9.0,29.0,12.0,20.0,25.0,34.0,11.0,20.0,10.0,17.0,34.0
stats,minecraft:mined,minecraft:oak_wood,16.0,16.0,16.0,16.0,6.0,14.0,11.0,16.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,5.0,15.0,16.0,9.0,3.0,7.0,16.0,8.0,16.0,2.0,13.0,11.0,16.0,1.0,16.0,16.0,4.0,16.0,16.0,16.0,16.0
stats,minecraft:mined,minecraft:observer,23.0,3.0,8.0,6.0,31.0,10.0,25.0,30.0,20.0,10.0,21.0,13.0,31.0,15.0,14.0,2.0,18.0,28.0,26.0,1.0,4.0,12.0,24.0,31.0,27.0,7.0,31.0,19.0,28.0,16.0,31.0,16.0,22.0,9.0,31.0,5.0
stats,minecraft:mined,minecraft:obsidian,8.0,19.0,21.0,18.0,29.0,14.0,2.0,35.0,33.0,5.0,32.0,9.0,20.0,6.0,24.0,7.0,16.0,11.0,26.0,1.0,10.0,30.0,34.0,28.0,31.0,15.0,13.0,12.0,3.0,22.0,17.0,4.0,36.0,25.0,27.0,23.0
stats,minecraft:mined,minecraft:orange_banner,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:mined,minecraft:orange_bed,19.0,19.0,14.0,19.0,19.0,2.0,14.0,19.0,19.0,3.0,11.0,19.0,19.0,4.0,19.0,6.0,5.0,19.0,19.0,19.0,14.0,19.0,11.0,19.0,19.0,19.0,7.0,19.0,1.0,11.0,9.0,14.0,19.0,14.0,9.0,7.0
stats,minecraft:mined,minecraft:orange_candle,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:mined,minecraft:orange_carpet,7.0,7.0,7.0,7.0,5.0,2.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0
stats,minecraft:mined,minecraft:orange_concrete,10.0,3.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,8.0,5.0,10.0,10.0,10.0,9.0,2.0,10.0,10.0,10.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0
stats,minecraft:mined,minecraft:orange_concrete_powder,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
stats,minecraft:mined,minecraft:orange_glazed_terracotta,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,4.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,10.0,5.0
stats,minecraft:mined,minecraft:orange_shulker_box,25.0,15.0,25.0,11.0,16.0,4.0,2.0,25.0,11.0,16.0,25.0,9.0,19.0,5.0,21.0,9.0,6.0,25.0,25.0,8.0,7.0,21.0,25.0,25.0,13.0,23.0,18.0,25.0,1.0,25.0,13.0,3.0,25.0,23.0,20.0,25.0
stats,minecraft:mined,minecraft:orange_stained_glass,12.0,12.0,12.0,12.0,12.0,12.0,7.0,12.0,12.0,1.0,5.0,12.0,12.0,12.0,12.0,8.0,9.0,12.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0,12.0,10.0,4.0,2.0,12.0,12.0,10.0
stats,minecraft:mined,minecraft:orange_stained_glass_pane,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,1.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
stats,minecraft:mined,minecraft:orange_terracotta,30.0,9.0,23.0,30.0,29.0,18.0,3.0,30.0,23.0,4.0,1.0,6.0,30.0,14.0,25.0,27.0,30.0,16.0,10.0,12.0,26.0,20.0,22.0,30.0,30.0,2.0,15.0,27.0,8.0,19.0,5.0,7.0,13.0,17.0,20.0,11.0
stats,minecraft:mined,minecraft:orange_tulip,28.0,24.0,28.0,17.0,13.0,12.0,15.0,28.0,28.0,2.0,22.0,9.0,16.0,8.0,11.0,28.0,19.0,27.0,4.0,5.0,1.0,28.0,22.0,28.0,28.0,24.0,28.0,6.0,7.0,13.0,9.0,21.0,20.0,18.0,3.0,26.0
stats,minecraft:mined,minecraft:orange_wall_banner,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:orange_wool,14.0,4.0,14.0,14.0,8.0,2.0,9.0,14.0,9.0,3.0,14.0,14.0,14.0,14.0,14.0,6.0,9.0,14.0,7.0,14.0,9.0,14.0,14.0,14.0,5.0,14.0,14.0,14.0,14.0,9.0,14.0,1.0,14.0,14.0,14.0,14.0
stats,minecraft:mined,minecraft:oxeye_daisy,32.0,13.0,33.0,22.0,3.0,14.0,12.0,29.0,9.0,1.0,16.0,20.0,11.0,9.0,5.0,24.0,21.0,24.0,5.0,7.0,4.0,33.0,29.0,33.0,33.0,19.0,31.0,8.0,2.0,15.0,27.0,26.0,18.0,16.0,23.0,28.0
stats,minecraft:mined,minecraft:oxidized_copper,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0
stats,minecraft:mined,minecraft:oxidized_cut_copper,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:mined,minecraft:packed_ice,19.0,8.0,32.0,33.0,27.0,17.0,14.0,33.0,30.0,10.0,21.0,26.0,11.0,9.0,4.0,7.0,28.0,13.0,29.0,2.0,6.0,24.0,23.0,20.0,33.0,3.0,18.0,33.0,1.0,12.0,16.0,31.0,22.0,5.0,25.0,15.0
stats,minecraft:mined,minecraft:peony,26.0,26.0,14.0,26.0,11.0,3.0,19.0,22.0,22.0,1.0,16.0,8.0,20.0,4.0,20.0,26.0,22.0,26.0,2.0,13.0,12.0,26.0,8.0,26.0,26.0,22.0,26.0,5.0,17.0,7.0,15.0,26.0,5.0,17.0,26.0,10.0
stats,minecraft:mined,minecraft:petrified_oak_slab,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:pink_banner,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
stats,minecraft:mined,minecraft:pink_bed,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:pink_carpet,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:mined,minecraft:pink_concrete,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,9.0,10.0,10.0,3.0,10.0,1.0,10.0,10.0,10.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0
stats,minecraft:mined,minecraft:pink_concrete_powder,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
stats,minecraft:mined,minecraft:pink_glazed_terracotta,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
stats,minecraft:mined,minecraft:pink_shulker_box,22.0,18.0,22.0,8.0,13.0,2.0,6.0,22.0,18.0,16.0,22.0,22.0,3.0,10.0,15.0,10.0,8.0,22.0,22.0,7.0,14.0,21.0,4.0,22.0,22.0,22.0,16.0,22.0,1.0,22.0,22.0,5.0,22.0,18.0,10.0,22.0
stats,minecraft:mined,minecraft:pink_stained_glass,7.0,7.0,7.0,6.0,7.0,5.0,3.0,7.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
stats,minecraft:mined,minecraft:pink_stained_glass_pane,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:mined,minecraft:pink_terracotta,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0
stats,minecraft:mined,minecraft:pink_tulip,24.0,24.0,28.0,21.0,11.0,9.0,19.0,28.0,19.0,1.0,17.0,10.0,13.0,8.0,6.0,24.0,14.0,28.0,3.0,5.0,2.0,28.0,18.0,28.0,28.0,21.0,28.0,7.0,4.0,15.0,12.0,28.0,28.0,21.0,16.0,24.0
stats,minecraft:mined,minecraft:pink_wall_banner,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
stats,minecraft:mined,minecraft:pink_wool,9.0,4.0,9.0,5.0,9.0,2.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0
stats,minecraft:mined,minecraft:piston,7.0,11.0,12.0,25.0,23.0,14.0,8.0,34.0,21.0,2.0,26.0,29.0,15.0,27.0,4.0,3.0,19.0,34.0,31.0,1.0,13.0,29.0,23.0,17.0,10.0,6.0,16.0,20.0,5.0,18.0,27.0,22.0,34.0,8.0,33.0,31.0
stats,minecraft:mined,minecraft:piston_head,24.0,5.0,20.0,24.0,20.0,24.0,12.0,24.0,17.0,4.0,12.0,10.0,20.0,24.0,7.0,3.0,17.0,24.0,17.0,1.0,2.0,20.0,24.0,24.0,12.0,24.0,24.0,12.0,24.0,12.0,11.0,24.0,24.0,6.0,8.0,9.0
stats,minecraft:mined,minecraft:player_head,27.0,18.0,19.0,25.0,2.0,9.0,23.0,32.0,14.0,5.0,21.0,31.0,20.0,13.0,8.0,4.0,15.0,32.0,21.0,1.0,10.0,11.0,16.0,32.0,24.0,32.0,27.0,7.0,6.0,12.0,27.0,3.0,27.0,17.0,25.0,32.0
stats,minecraft:mined,minecraft:player_wall_head,27.0,12.0,26.0,28.0,2.0,5.0,10.0,32.0,20.0,17.0,23.0,29.0,21.0,4.0,17.0,8.0,9.0,32.0,32.0,1.0,6.0,22.0,15.0,32.0,12.0,32.0,24.0,7.0,10.0,19.0,29.0,3.0,29.0,14.0,15.0,25.0
stats,minecraft:mined,minecraft:podzol,34.0,31.0,25.0,31.0,10.0,21.0,22.0,34.0,30.0,3.0,12.0,13.0,27.0,1.0,2.0,11.0,18.0,16.0,7.0,6.0,27.0,4.0,19.0,34.0,9.0,26.0,14.0,24.0,5.0,15.0,20.0,17.0,22.0,31.0,29.0,8.0
stats,minecraft:mined,minecraft:pointed_dripstone,25.0,25.0,5.0,25.0,25.0,15.0,10.0,25.0,25.0,7.0,25.0,19.0,9.0,18.0,25.0,17.0,8.0,16.0,1.0,10.0,25.0,13.0,21.0,25.0,25.0,14.0,19.0,3.0,2.0,4.0,25.0,21.0,12.0,21.0,21.0,6.0
stats,minecraft:mined,minecraft:polished_andesite,28.0,9.0,31.0,31.0,3.0,13.0,14.0,31.0,17.0,4.0,19.0,28.0,1.0,26.0,2.0,18.0,15.0,7.0,20.0,5.0,31.0,11.0,12.0,31.0,27.0,16.0,21.0,8.0,24.0,10.0,31.0,22.0,6.0,28.0,25.0,23.0
stats,minecraft:mined,minecraft:polished_andesite_slab,18.0,18.0,18.0,18.0,2.0,14.0,18.0,18.0,9.0,6.0,13.0,5.0,3.0,11.0,18.0,7.0,9.0,18.0,16.0,18.0,18.0,18.0,18.0,16.0,18.0,14.0,18.0,4.0,12.0,8.0,18.0,18.0,1.0,18.0,18.0,18.0
stats,minecraft:mined,minecraft:polished_andesite_stairs,16.0,16.0,16.0,16.0,1.0,16.0,16.0,16.0,7.0,9.0,16.0,16.0,4.0,11.0,6.0,15.0,16.0,10.0,12.0,8.0,16.0,16.0,16.0,16.0,14.0,2.0,5.0,13.0,16.0,16.0,16.0,16.0,3.0,16.0,16.0,16.0
stats,minecraft:mined,minecraft:polished_basalt,19.0,10.0,19.0,19.0,19.0,5.0,7.0,19.0,19.0,6.0,2.0,14.0,19.0,19.0,19.0,3.0,8.0,19.0,16.0,19.0,4.0,15.0,19.0,19.0,19.0,13.0,19.0,18.0,12.0,19.0,17.0,11.0,1.0,9.0,19.0,19.0
stats,minecraft:mined,minecraft:polished_blackstone,20.0,2.0,20.0,20.0,3.0,14.0,13.0,20.0,20.0,4.0,10.0,5.0,20.0,20.0,20.0,6.0,20.0,17.0,15.0,9.0,20.0,20.0,15.0,20.0,8.0,17.0,20.0,20.0,12.0,20.0,20.0,11.0,1.0,17.0,7.0,20.0
stats,minecraft:mined,minecraft:polished_blackstone_brick_slab,20.0,17.0,1.0,20.0,20.0,5.0,9.0,20.0,20.0,2.0,20.0,12.0,20.0,8.0,20.0,14.0,17.0,14.0,4.0,7.0,20.0,9.0,13.0,20.0,20.0,20.0,20.0,17.0,20.0,20.0,11.0,3.0,6.0,20.0,14.0,20.0
stats,minecraft:mined,minecraft:polished_blackstone_brick_stairs,27.0,15.0,9.0,22.0,27.0,22.0,7.0,27.0,27.0,2.0,13.0,13.0,27.0,16.0,27.0,10.0,11.0,21.0,5.0,4.0,22.0,11.0,6.0,27.0,27.0,27.0,22.0,20.0,8.0,18.0,18.0,1.0,3.0,27.0,22.0,17.0
stats,minecraft:mined,minecraft:polished_blackstone_brick_wall,12.0,11.0,2.0,12.0,12.0,9.0,8.0,12.0,12.0,4.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,3.0,1.0,12.0,12.0,12.0
stats,minecraft:mined,minecraft:polished_blackstone_bricks,30.0,7.0,4.0,30.0,26.0,23.0,1.0,30.0,27.0,3.0,13.0,5.0,30.0,10.0,19.0,20.0,15.0,25.0,11.0,2.0,30.0,9.0,12.0,30.0,30.0,28.0,22.0,16.0,6.0,24.0,18.0,21.0,8.0,29.0,17.0,14.0
stats,minecraft:mined,minecraft:polished_blackstone_button,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0
stats,minecraft:mined,minecraft:polished_blackstone_pressure_plate,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:mined,minecraft:polished_blackstone_slab,13.0,8.0,13.0,13.0,13.0,3.0,7.0,13.0,13.0,2.0,10.0,5.0,13.0,13.0,13.0,10.0,13.0,8.0,4.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,10.0,13.0,13.0,6.0,1.0,13.0,13.0,13.0
stats,minecraft:mined,minecraft:polished_blackstone_stairs,13.0,4.0,13.0,13.0,13.0,3.0,13.0,13.0,13.0,8.0,13.0,4.0,13.0,13.0,13.0,6.0,9.0,13.0,7.0,13.0,10.0,13.0,13.0,13.0,13.0,13.0,2.0,13.0,11.0,13.0,13.0,11.0,1.0,13.0,13.0,13.0
stats,minecraft:mined,minecraft:polished_blackstone_wall,7.0,2.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0
